05-08-2018 11:10:12 PM,73.7366
05-08-2018 11:10:30 PM,73.7366
05-08-2018 11:10:47 PM,73.7366
05-08-2018 11:11:04 PM,73.85
05-08-2018 11:11:21 PM,73.85
05-08-2018 11:11:38 PM,73.85
05-08-2018 11:11:55 PM,73.85
05-08-2018 11:12:11 PM,73.9616
05-08-2018 11:12:28 PM,73.9616
05-08-2018 11:12:45 PM,73.9616
05-08-2018 11:13:02 PM,73.9616
05-08-2018 11:13:19 PM,74.075
05-08-2018 11:13:36 PM,74.075
05-08-2018 11:13:53 PM,74.075
05-08-2018 11:14:10 PM,74.075
05-08-2018 11:14:26 PM,74.075
05-08-2018 11:14:43 PM,74.075
05-08-2018 11:15:00 PM,74.1866
05-08-2018 11:15:17 PM,74.1866
05-08-2018 11:15:34 PM,74.1866
05-08-2018 11:15:51 PM,74.1866
05-08-2018 11:16:08 PM,74.1866
05-08-2018 11:16:25 PM,74.3
05-08-2018 11:16:41 PM,74.3
05-08-2018 11:16:58 PM,74.3
05-08-2018 11:17:16 PM,74.3
05-08-2018 11:17:33 PM,74.3
05-08-2018 11:17:50 PM,74.3
05-08-2018 11:18:07 PM,74.3
05-08-2018 11:18:24 PM,74.3
05-08-2018 11:18:40 PM,74.4116
05-08-2018 11:18:57 PM,74.4116
05-08-2018 11:19:14 PM,74.4116
05-08-2018 11:19:31 PM,74.4116
05-08-2018 11:19:48 PM,74.4116
05-08-2018 11:20:05 PM,74.4116
05-08-2018 11:20:22 PM,74.4116
05-08-2018 11:20:39 PM,74.4116
05-08-2018 11:20:56 PM,74.4116
05-08-2018 11:21:12 PM,74.4116
05-08-2018 11:21:29 PM,74.525
05-08-2018 11:21:46 PM,74.525
05-08-2018 11:22:03 PM,74.525
05-08-2018 11:22:20 PM,74.525
05-08-2018 11:22:37 PM,74.525
05-08-2018 11:22:54 PM,74.525
05-08-2018 11:23:11 PM,74.525
05-08-2018 11:23:27 PM,74.525
05-08-2018 11:23:44 PM,74.6366
05-08-2018 11:24:01 PM,74.6366
05-08-2018 11:24:18 PM,74.6366
05-08-2018 11:24:35 PM,74.6366
05-08-2018 11:24:52 PM,74.6366
05-08-2018 11:25:09 PM,74.6366
